area_type,availability,location,society,total_sqft,bath,balcony,price,bedroom,total_room,ready,price_per_sqft,price_per_total_room,total_spaces,price_per_total_spaces
Plot  Area,18-Dec,Whitefield,GrrvaGr,1200.0,3,1,68.4,3,3,Not Ready,0.057,22.8,7,9.771428571428572
Plot  Area,Ready To Move,Kothnur Narayanapura,GrrvaGr,1290.0,1,0,77.5,2,2,Ready,0.060077519379844964,38.75,3,25.833333333333332
Built-up  Area,Ready To Move,Amruthnagar,GrrvaGr,1150.0,2,1,48.0,2,4,Ready,0.04173913043478261,12.0,7,6.857142857142857
Super built-up  Area,Ready To Move,Ambedkar Colony,RMcesa ,1464.0,2,1,145.0,2,4,Ready,0.09904371584699453,36.25,7,20.714285714285715
Plot  Area,Ready To Move,Anekal,GrrvaGr,1200.0,2,1,36.0,4,4,Ready,0.03,9.0,7,5.142857142857143
Built-up  Area,Ready To Move,Gollarapalya Hosahalli,Mauner ,861.0,2,0,36.5,2,4,Ready,0.042392566782810684,9.125,6,6.083333333333333
Super built-up  Area,Ready To Move,Kundalahalli,Dieldli,1047.0,2,1,82.62,2,4,Ready,0.07891117478510029,20.655,7,11.802857142857144
Plot  Area,Ready To Move,Lakshmipura,GrrvaGr,1200.0,2,0,75.0,2,2,Ready,0.0625,37.5,4,18.75
Plot  Area,Ready To Move,Kirloskar Layout,GrrvaGr,1200.0,10,1,190.0,10,10,Ready,0.15833333333333333,19.0,21,9.047619047619047
Built-up  Area,Ready To Move,Hongasandra,GrrvaGr,1065.0,2,1,45.0,2,4,Ready,0.04225352112676056,11.25,7,6.428571428571429
Super built-up  Area,Ready To Move,Ramamurthy Nagar,JSonyar,1000.0,2,1,62.0,2,4,Ready,0.062,15.5,7,8.857142857142858
Super built-up  Area,Ready To Move,Lingadheeranahalli,Soiewre,1682.0,3,1,113.0,3,5,Ready,0.06718192627824018,22.6,9,12.555555555555555
Super built-up  Area,Ready To Move,Harlur,GrrvaGr,1756.0,3,2,131.0,3,5,Ready,0.0746013667425968,26.2,10,13.1
Super built-up  Area,Ready To Move,Vignana Nagar,GrrvaGr,1050.0,4,2,90.0,4,6,Ready,0.08571428571428572,15.0,12,7.5
Super built-up  Area,Ready To Move,Vittasandra,GrrvaGr,1238.0,2,1,67.32,2,4,Ready,0.05437802907915993,16.83,7,9.617142857142856
Super built-up  Area,Ready To Move,Dasanapura,Tavenew,814.0,2,1,42.0,2,4,Ready,0.051597051597051594,10.5,7,6.0
Built-up  Area,Ready To Move,Dodda Nekkundi,GSodsee,1145.0,2,1,46.5,2,4,Ready,0.04061135371179039,11.625,7,6.642857142857143
Super built-up  Area,Ready To Move,Varthur,Maita R,965.0,2,1,34.0,2,4,Ready,0.035233160621761656,8.5,7,4.857142857142857
Super built-up  Area,Ready To Move,Doddabele,GrrvaGr,750.0,2,1,36.0,2,4,Ready,0.048,9.0,7,5.142857142857143
Built-up  Area,Ready To Move,Banashankari,V2anags,1300.0,2,2,55.0,3,5,Ready,0.04230769230769231,11.0,9,6.111111111111111
Super built-up  Area,18-May,1st Phase JP Nagar,Inntsth,1590.0,3,3,131.0,3,5,Not Ready,0.08238993710691823,26.2,11,11.909090909090908
Super built-up  Area,20-Aug,Begur Road,Pruthg ,644.0,1,1,40.0,1,3,Not Ready,0.062111801242236024,13.333333333333334,5,8.0
Super built-up  Area,18-Mar,Whitefield,Pranthi,982.0,2,1,37.0,2,4,Not Ready,0.03767820773930754,9.25,7,5.285714285714286
Super built-up  Area,Ready To Move,Indira Nagar,GrrvaGr,1260.0,2,2,100.0,2,4,Ready,0.07936507936507936,25.0,8,12.5
Super built-up  Area,Ready To Move,Rayasandra,MJeusyl,1555.0,3,2,75.17,3,5,Ready,0.04834083601286174,15.034,10,7.517
Super built-up  Area,18-Aug,Kaggadasapura,GrrvaGr,1225.0,2,2,48.0,2,4,Not Ready,0.03918367346938775,12.0,8,6.0
Super built-up  Area,Ready To Move,Electronics City Phase 1,PisomSu,1085.0,2,1,46.0,2,4,Ready,0.0423963133640553,11.5,7,6.571428571428571
Super built-up  Area,Ready To Move,Rajaji Nagar,Brway G,1640.0,3,2,220.0,3,5,Ready,0.13414634146341464,44.0,10,22.0
Built-up  Area,18-Aug,Thanisandra,Bhmesy ,1595.0,3,1,110.0,3,5,Not Ready,0.06896551724137931,22.0,9,12.222222222222221
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,1196.0,2,2,40.44,2,4,Ready,0.033812709030100335,10.11,8,5.055
Super built-up  Area,18-Mar,Yelahanka,Miitat ,1859.0,3,1,108.0,3,5,Not Ready,0.05809575040344271,21.6,9,12.0
Super built-up  Area,21-Sep,9th Phase JP Nagar,Vasisvi,1079.0,2,1,60.0,2,4,Not Ready,0.05560704355885079,15.0,7,8.571428571428571
Built-up  Area,Ready To Move,Shivaji Nagar,GrrvaGr,550.0,1,1,27.0,2,4,Ready,0.04909090909090909,6.75,6,4.5
Super built-up  Area,Ready To Move,Whitefield,Satanan,1118.0,2,1,42.0,2,4,Ready,0.03756708407871199,10.5,7,6.0
Super built-up  Area,Ready To Move,CV Raman Nagar,Roareta,1198.0,2,2,60.0,2,4,Ready,0.05008347245409015,15.0,8,7.5
Super built-up  Area,18-Jun,Chandapura,SuVue S,1162.5,2,1,30.215,3,5,Not Ready,0.025991397849462364,6.043,8,3.776875
Super built-up  Area,Ready To Move,Thigalarapalya,Prtanha,1830.0,4,2,135.0,3,5,Ready,0.07377049180327869,27.0,11,12.272727272727273
Super built-up  Area,20-Oct,Banashankari Stage VI,Brens7 ,1160.0,2,1,59.0,2,4,Not Ready,0.05086206896551724,14.75,7,8.428571428571429
Super built-up  Area,Ready To Move,Srirampuram,GrrvaGr,1485.0,2,1,156.0,3,5,Ready,0.10505050505050505,31.2,8,19.5
Super built-up  Area,Ready To Move,Ejipura,Emsic C,2070.0,3,3,135.0,3,5,Ready,0.06521739130434782,27.0,11,12.272727272727273
Plot  Area,Ready To Move,Basaveshwara Nagar,GrrvaGr,750.0,4,1,150.0,6,6,Ready,0.2,25.0,11,13.636363636363637
Built-up  Area,17-Mar,Kannamangala,VBownre,957.0,2,0,52.5,2,4,Not Ready,0.054858934169279,13.125,6,8.75
Plot  Area,Ready To Move,Basaveshwara Nagar,GrrvaGr,2400.0,4,1,310.0,5,5,Ready,0.12916666666666668,62.0,10,31.0
Super built-up  Area,18-Dec,Bannerghatta Road,Uncioe ,1268.0,2,1,69.0,2,4,Not Ready,0.05441640378548896,17.25,7,9.857142857142858
Super built-up  Area,Ready To Move,Bannerghatta Road,SNity S,1450.0,2,2,87.0,3,5,Ready,0.06,17.4,9,9.666666666666666
Built-up  Area,Ready To Move,Manorayana Palya,Bhncy V,1600.0,2,2,75.0,3,5,Ready,0.046875,15.0,9,8.333333333333334
Super built-up  Area,Ready To Move,Uttarahalli,Aklia R,1330.0,2,1,57.0,3,5,Ready,0.04285714285714286,11.4,8,7.125
Super built-up  Area,Ready To Move,Jakkur,Paurt C,1355.0,2,2,65.0,3,5,Ready,0.04797047970479705,13.0,9,7.222222222222222
Super built-up  Area,Ready To Move,Horamavu Banaswadi,GrrvaGr,1272.0,2,2,51.5,2,4,Ready,0.0404874213836478,12.875,8,6.4375
Super built-up  Area,Ready To Move,Abbaiah Reddy Layout,SSaveik,1100.0,2,1,38.49,2,4,Ready,0.03499090909090909,9.6225,7,5.498571428571429
Super built-up  Area,Ready To Move,Sarjapur  Road,GrrvaGr,1220.0,3,2,58.0,3,5,Ready,0.047540983606557376,11.6,10,5.8
Super built-up  Area,Ready To Move,Chikkalasandra,GrrvaGr,1075.0,2,1,46.76,2,4,Ready,0.04349767441860465,11.69,7,6.68
Super built-up  Area,Ready To Move,Lingarajapuram,GrrvaGr,800.0,2,1,55.0,2,4,Ready,0.06875,13.75,7,7.857142857142857
Super built-up  Area,Ready To Move,Vasanthapura,GrrvaGr,995.0,2,1,34.82,2,4,Ready,0.03499497487437186,8.705,7,4.974285714285714
Built-up  Area,Ready To Move,Vasantha Vallabha Nagar,Nentsan,900.0,1,1,44.0,2,4,Ready,0.04888888888888889,11.0,6,7.333333333333333
Super built-up  Area,Ready To Move,Haralur Road,RInceeg,1140.0,2,1,42.0,2,4,Ready,0.03684210526315789,10.5,7,6.0
Super built-up  Area,Ready To Move,Ganga Nagar,GrrvaGr,1480.0,2,2,125.0,3,5,Ready,0.08445945945945946,25.0,9,13.88888888888889
Super built-up  Area,18-May,Padmanabhanagar,GrrvaGr,1710.0,2,2,90.63,3,5,Not Ready,0.053,18.125999999999998,9,10.07
Super built-up  Area,21-Dec,Talaghattapura,Sodgere,2106.0,3,3,148.0,3,5,Not Ready,0.07027540360873694,29.6,11,13.454545454545455
Plot  Area,Ready To Move,Yeshwanthpur,GrrvaGr,2400.0,6,1,270.0,9,9,Ready,0.1125,30.0,16,16.875
Plot  Area,Ready To Move,Sadahalli,K ensad,3800.0,2,1,130.0,3,3,Ready,0.034210526315789476,43.333333333333336,6,21.666666666666668
Plot  Area,Ready To Move,Vajarahalli,GrrvaGr,800.0,3,2,120.0,3,3,Ready,0.15,40.0,8,15.0
Super built-up  Area,Ready To Move,Marathahalli,RookaJh,1602.0,2,1,104.0,2,4,Ready,0.06491885143570537,26.0,7,14.857142857142858
Super built-up  Area,Ready To Move,Sarjapur  Road,DSndsod,1660.0,2,2,116.0,3,5,Ready,0.06987951807228916,23.2,9,12.88888888888889
Super built-up  Area,Ready To Move,Electronic City Phase II,SJmesst,1549.0,3,2,80.0,3,5,Ready,0.051646223369916075,16.0,10,8.0
Super built-up  Area,19-Mar,Marathahalli,Unezes ,700.0,1,1,38.0,1,3,Not Ready,0.054285714285714284,12.666666666666666,5,7.6
Super built-up  Area,18-Dec,Balagere,Soresea,1012.0,2,1,64.0,2,4,Not Ready,0.06324110671936758,16.0,7,9.142857142857142
Super built-up  Area,19-Dec,Marathahalli,PrensKe,1469.0,3,1,89.0,3,5,Not Ready,0.0605854322668482,17.8,9,9.88888888888889
Super built-up  Area,18-Aug,Whitefield,Prtates,1216.0,2,1,69.0,2,4,Not Ready,0.05674342105263158,17.25,7,9.857142857142858
Super built-up  Area,Ready To Move,Electronic City Phase II,Brods W,1065.0,2,1,56.13,2,4,Ready,0.05270422535211268,14.0325,7,8.018571428571429
Super built-up  Area,19-Mar,Thanisandra,Bhe 2ko,1411.0,3,1,93.15,3,5,Not Ready,0.06601700921332389,18.630000000000003,9,10.350000000000001
Super built-up  Area,Ready To Move,Pai Layout,Vatlede,1400.0,2,2,57.5,2,4,Ready,0.04107142857142857,14.375,8,7.1875
Super built-up  Area,Ready To Move,Hoskote,Deiveer,1250.0,3,2,29.0,3,5,Ready,0.0232,5.8,10,2.9
Super built-up  Area,Ready To Move,Haralur Road,GrrvaGr,1245.0,2,3,62.0,2,4,Ready,0.04979919678714859,15.5,9,6.888888888888889
Super built-up  Area,Ready To Move,Choodasandra,GRhtiru,1115.0,2,1,50.0,2,4,Ready,0.04484304932735426,12.5,7,7.142857142857143
Super built-up  Area,Ready To Move,Vidyaranyapura,DSestil,1000.0,2,1,35.0,2,4,Ready,0.035,8.75,7,5.0
Super built-up  Area,18-Mar,Panathur,EcEONfe,1580.0,3,0,71.89,3,5,Not Ready,0.0455,14.378,8,8.98625
Super built-up  Area,Ready To Move,Subramanyapura,Chllsev,1800.0,3,2,90.0,3,5,Ready,0.05,18.0,10,9.0
Super built-up  Area,Ready To Move,Mathikere,CSncele,1500.0,2,2,130.0,2,4,Ready,0.08666666666666667,32.5,8,16.25
Super built-up  Area,18-Sep,Chandapura,SunceEs,645.0,1,1,16.45,1,3,Not Ready,0.025503875968992246,5.483333333333333,5,3.29
Super built-up  Area,18-Jun,Kothannur,GrrvaGr,1275.0,3,2,44.0,3,5,Not Ready,0.034509803921568626,8.8,10,4.4
Super built-up  Area,Ready To Move,Kasavanhalli,Esree8 ,1494.0,3,2,82.0,3,5,Ready,0.05488621151271754,16.4,10,8.2
Super built-up  Area,Ready To Move,Bhoganhalli,Prsun S,1949.0,3,2,129.0,3,5,Ready,0.06618778860954336,25.8,10,12.9
Super built-up  Area,Ready To Move,BTM Layout,Krberl ,1020.0,2,1,46.5,2,4,Ready,0.045588235294117645,11.625,7,6.642857142857143
Super built-up  Area,Ready To Move,Mysore Road,PrawnRa,883.0,2,1,45.0,2,4,Ready,0.05096262740656852,11.25,7,6.428571428571429
Built-up  Area,Ready To Move,Old Airport Road,GrrvaGr,3200.0,4,1,280.0,4,6,Ready,0.0875,46.666666666666664,11,25.454545454545453
Plot  Area,Ready To Move,Uttarahalli,GrrvaGr,1680.0,6,1,125.0,6,6,Ready,0.0744047619047619,20.833333333333332,13,9.615384615384615
Plot  Area,Ready To Move,Mysore Road,GrrvaGr,2232.0,6,2,300.0,12,12,Ready,0.13440860215053763,25.0,20,15.0
Super built-up  Area,Ready To Move,Anand nagar,GrrvaGr,2010.0,3,3,125.0,3,5,Ready,0.06218905472636816,25.0,11,11.363636363636363
Super built-up  Area,Ready To Move,Yeshwanthpur,IBityin,1240.0,2,2,80.0,2,4,Ready,0.06451612903225806,20.0,8,10.0
Super built-up  Area,Ready To Move,6th Phase JP Nagar,GrrvaGr,1213.0,2,1,63.0,2,4,Ready,0.05193734542456719,15.75,7,9.0
Super built-up  Area,Ready To Move,Hegde Nagar,Golmsn ,1835.0,3,3,88.0,3,5,Ready,0.04795640326975477,17.6,11,8.0
Plot  Area,Ready To Move,Hoskote,GrrvaGr,1800.0,10,3,185.0,9,9,Ready,0.10277777777777777,20.555555555555557,22,8.409090909090908
Super built-up  Area,Ready To Move,Bannerghatta Road,Kobhiil,2932.0,5,1,195.0,4,6,Ready,0.0665075034106412,32.5,12,16.25
Built-up  Area,Ready To Move,Whitefield,GrrvaGr,3425.0,5,2,250.0,4,4,Ready,0.072992700729927,62.5,11,22.727272727272727
Built-up  Area,Ready To Move,Gottigere,Skvasa ,945.0,2,0,45.0,2,4,Ready,0.047619047619047616,11.25,6,7.5
Super built-up  Area,Ready To Move,Sathya Layout,NChtsun,1504.0,2,2,100.0,3,5,Ready,0.06648936170212766,20.0,9,11.11111111111111
Super built-up  Area,Ready To Move,Lakshminarayana Pura,RothaVa,1569.0,3,2,150.0,3,5,Ready,0.09560229445506692,30.0,10,15.0
Super built-up  Area,Ready To Move,Harlur,Prncyrn,1755.0,3,2,130.0,3,5,Ready,0.07407407407407407,26.0,10,13.0
Super built-up  Area,Ready To Move,Vijayanagar,GoncyRe,1760.0,3,1,140.0,3,5,Ready,0.07954545454545454,28.0,9,15.555555555555555
Super built-up  Area,18-May,Hoodi,GrrvaGr,1240.0,2,3,43.94,2,4,Not Ready,0.03543548387096774,10.985,9,4.882222222222222
Super built-up  Area,19-Dec,Electronics City Phase 1,Shitt S,1450.0,3,2,72.54,3,5,Not Ready,0.050027586206896554,14.508000000000001,10,7.2540000000000004
Super built-up  Area,Ready To Move,5th Phase JP Nagar,Maodser,1000.0,2,0,48.0,2,4,Ready,0.048,12.0,6,8.0
Plot  Area,Ready To Move,Shivaji Nagar,GrrvaGr,3820.0,1,1,306.0,1,1,Ready,0.08010471204188482,306.0,3,102.0
Super built-up  Area,Ready To Move,Thyagaraja Nagar,GrrvaGr,2000.0,4,2,145.0,5,7,Ready,0.0725,20.714285714285715,13,11.153846153846153
Super built-up  Area,Ready To Move,Choodasandra,GRlpank,1215.0,2,2,59.0,2,4,Ready,0.048559670781893,14.75,8,7.375
Plot  Area,Ready To Move,5 Bedroom Farm House in Lakshmipura,GrrvaGr,26136.0,6,2,550.0,5,5,Ready,0.021043771043771045,110.0,13,42.30769230769231
Super built-up  Area,Ready To Move,Yelachenahalli,GrrvaGr,1330.0,3,3,73.5,3,5,Ready,0.05526315789473684,14.7,11,6.681818181818182
Super built-up  Area,18-Aug,Raja Rajeshwari Nagar,Prllsan,1178.0,2,1,75.0,2,4,Not Ready,0.0636672325976231,18.75,7,10.714285714285714
Plot  Area,18-Aug,Hulimavu,ValleCi,1500.0,4,3,192.0,4,4,Not Ready,0.128,48.0,11,17.454545454545453
Super built-up  Area,Ready To Move,Shree Ananth Nagar Layout,Aaityi ,2040.0,2,2,59.0,2,4,Ready,0.02892156862745098,14.75,8,7.375
Super built-up  Area,18-Mar,Bellandur,GrrvaGr,2000.0,3,2,85.0,3,5,Not Ready,0.0425,17.0,10,8.5
Super built-up  Area,18-May,Shanti Nagar,UbreeAn,1602.0,2,1,165.0,3,5,Not Ready,0.10299625468164794,33.0,8,20.625
Plot  Area,Ready To Move,2nd Stage Arekere Mico Layout,GrrvaGr,1200.0,4,1,130.0,4,4,Ready,0.10833333333333334,32.5,9,14.444444444444445
Super built-up  Area,Ready To Move,Parappana Agrahara,Peide L,1194.0,2,2,46.0,2,4,Ready,0.038525963149078725,11.5,8,5.75
Built-up  Area,Ready To Move,Jayamahal,Peace P,1800.0,3,1,220.0,3,5,Ready,0.12222222222222222,44.0,9,24.444444444444443
Plot  Area,Ready To Move,Dasarahalli,GrrvaGr,2400.0,2,1,152.0,3,3,Ready,0.06333333333333334,50.666666666666664,6,25.333333333333332
Super built-up  Area,Ready To Move,Sarjapur  Road,Maantr ,1700.0,3,3,108.0,3,5,Ready,0.06352941176470588,21.6,11,9.818181818181818
Built-up  Area,Ready To Move,Jigani,DLhtsan,1200.0,3,2,65.0,3,5,Ready,0.05416666666666667,13.0,10,6.5
Plot  Area,Ready To Move,Veer Sandra,Thessie,1500.0,3,0,72.0,3,3,Ready,0.048,24.0,6,12.0
Plot  Area,Ready To Move,Karuna Nagar,CoinoCu,1240.0,3,2,165.0,3,3,Ready,0.13306451612903225,55.0,8,20.625
Built-up  Area,Ready To Move,Whitefield,GrrvaGr,3000.0,3,2,400.0,3,3,Ready,0.13333333333333333,133.33333333333334,8,50.0
Built-up  Area,Ready To Move,Kanakpura Road,GrrvaGr,1737.0,3,3,85.0,3,5,Ready,0.048934945308002305,17.0,11,7.7272727272727275
Plot  Area,Ready To Move,TC Palaya,GrrvaGr,900.0,2,0,55.0,2,2,Ready,0.06111111111111111,27.5,4,13.75
Built-up  Area,Ready To Move,Chennappa Layout,Mawerer,1280.0,2,1,48.0,3,5,Ready,0.0375,9.6,8,6.0
Super built-up  Area,Ready To Move,CV Raman Nagar,Chhalut,1560.0,2,2,85.0,2,4,Ready,0.05448717948717949,21.25,8,10.625
Super built-up  Area,Ready To Move,Kambipura,GrrvaGr,883.0,2,1,44.0,2,4,Ready,0.04983012457531144,11.0,7,6.285714285714286
Super built-up  Area,Ready To Move,Kengeri Satellite Town,GrrvaGr,750.0,2,1,33.0,2,4,Ready,0.044,8.25,7,4.714285714285714
Super built-up  Area,Ready To Move,Brookefield,Gotaten,2400.0,3,3,140.0,4,6,Ready,0.058333333333333334,23.333333333333332,12,11.666666666666666
Super built-up  Area,Ready To Move,Bhuvaneshwari Nagar,NaaveEn,900.0,2,1,45.0,2,4,Ready,0.05,11.25,7,6.428571428571429
Super built-up  Area,Ready To Move,Hormavu,GrrvaGr,1030.0,2,1,49.35,2,4,Ready,0.0479126213592233,12.3375,7,7.05
Super built-up  Area,Ready To Move,7th Phase JP Nagar,Brngsal,1850.0,3,2,155.0,3,5,Ready,0.08378378378378379,31.0,10,15.5
Built-up  Area,Ready To Move,Hennur Road,SaireSa,1831.0,3,1,110.0,3,5,Ready,0.060076460950300385,22.0,9,12.222222222222221
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar 5th Stage,GrrvaGr,1095.0,2,1,38.33,2,4,Ready,0.03500456621004566,9.5825,7,5.475714285714285
Built-up  Area,18-Jul,Electronic City Phase II,Sryalan,1320.0,2,1,38.13,3,5,Not Ready,0.028886363636363637,7.626,8,4.76625
Super built-up  Area,Ready To Move,Sarjapur  Road,Shthi S,1272.5,2,0,40.72,3,5,Ready,0.032,8.144,7,5.817142857142857
Built-up  Area,Ready To Move,7th Phase JP Nagar,GrrvaGr,1000.0,2,1,61.0,2,4,Ready,0.061,15.25,7,8.714285714285714
Super built-up  Area,Ready To Move,Budigere,PrityTr,1820.0,3,2,85.4,3,5,Ready,0.04692307692307693,17.080000000000002,10,8.540000000000001
Super built-up  Area,Ready To Move,Bisuvanahalli,Prityel,1075.0,2,1,41.0,3,5,Ready,0.03813953488372093,8.2,8,5.125
Plot  Area,18-May,TC Palaya,GrrvaGr,1500.0,3,0,83.0,3,3,Not Ready,0.05533333333333333,27.666666666666668,6,13.833333333333334
Super built-up  Area,Ready To Move,Electronics City Phase 1,GrrvaGr,360.0,1,0,16.9,0,2,Ready,0.04694444444444444,8.45,3,5.633333333333333
Super built-up  Area,Ready To Move,Kadugodi,RatatHa,925.0,1,0,40.7,1,3,Ready,0.044000000000000004,13.566666666666668,4,10.175
Super built-up  Area,21-Dec,Electronic City,KonteiT,1140.0,2,1,70.93,2,4,Not Ready,0.06221929824561404,17.7325,7,10.132857142857144
Super built-up  Area,18-Oct,Chennammana Kere,GrrvaGr,1145.0,2,2,58.4,2,4,Not Ready,0.05100436681222707,14.6,8,7.3
Super built-up  Area,Ready To Move,RMV Extension Stage 2,GrrvaGr,1862.0,3,3,120.0,3,5,Ready,0.0644468313641246,24.0,11,10.909090909090908
Super built-up  Area,Ready To Move, Devarachikkanahalli,GrrvaGr,947.0,2,2,43.0,2,4,Ready,0.0454065469904963,10.75,8,5.375
Built-up  Area,Ready To Move,Langford Town,GrrvaGr,7502.4383,4,2,211.0,4,6,Ready,0.028124189971678943,35.166666666666664,12,17.583333333333332
Plot  Area,Ready To Move,Chandra Layout,GrrvaGr,700.0,3,2,195.0,3,3,Ready,0.2785714285714286,65.0,8,24.375
Super built-up  Area,Ready To Move,Kalena Agrahara,GrrvaGr,1120.0,2,2,40.0,2,4,Ready,0.03571428571428571,10.0,8,5.0
Built-up  Area,Ready To Move,Sadanand Nagar,GrrvaGr,2700.0,3,3,200.0,3,5,Ready,0.07407407407407407,40.0,11,18.181818181818183
Super built-up  Area,Ready To Move,Kaggadasapura,Matlelp,1805.0,2,2,75.0,3,5,Ready,0.04155124653739612,15.0,9,8.333333333333334
Super built-up  Area,Ready To Move,Basavangudi,GrrvaGr,1100.0,2,3,93.0,2,4,Ready,0.08454545454545455,23.25,9,10.333333333333334
Plot  Area,Ready To Move,Bommenahalli,Prana S,1355.0,3,0,135.0,4,4,Ready,0.0996309963099631,33.75,7,19.285714285714285
Built-up  Area,18-Dec,"Whietfield, ",GrrvaGr,1677.0,3,2,98.0,3,5,Not Ready,0.05843768634466309,19.6,10,9.8
Built-up  Area,Ready To Move,Hosapalya,GrrvaGr,2500.0,8,3,95.0,8,8,Ready,0.038,11.875,19,5.0
Super built-up  Area,Ready To Move,Uttarahalli,GrrvaGr,1560.0,3,3,74.0,3,5,Ready,0.047435897435897434,14.8,11,6.7272727272727275
Super built-up  Area,Ready To Move,Arekere,GrrvaGr,2060.0,3,2,150.0,3,5,Ready,0.07281553398058252,30.0,10,15.0
Super built-up  Area,Ready To Move,Koramangala,KHage G,1716.0,2,0,115.0,3,5,Ready,0.06701631701631702,23.0,7,16.428571428571427
Super built-up  Area,Ready To Move,Harlur,GrrvaGr,1864.0,3,1,140.0,3,5,Ready,0.07510729613733906,28.0,9,15.555555555555555
Built-up  Area,Ready To Move,Electronics City Phase 1,GrrvaGr,638.0,1,1,32.0,1,3,Ready,0.050156739811912224,10.666666666666666,5,6.4
Plot  Area,Ready To Move,Sidedahalli,GrrvaGr,1200.0,7,3,95.0,9,9,Ready,0.07916666666666666,10.555555555555555,19,5.0
Super built-up  Area,Ready To Move,Kodigehalli,GrrvaGr,1150.0,9,1,170.0,8,10,Ready,0.14782608695652175,17.0,20,8.5
Super built-up  Area,18-Dec,Chandapura,AMAKS O,937.0,2,1,30.0,2,4,Not Ready,0.032017075773746,7.5,7,4.285714285714286
Built-up  Area,Ready To Move,Hennur Gardens,PlhtsHe,1490.0,2,1,115.0,3,5,Ready,0.07718120805369127,23.0,8,14.375
Super built-up  Area,Ready To Move,Frazer Town,Meentan,4856.0,5,3,410.0,4,6,Ready,0.08443163097199341,68.33333333333333,14,29.285714285714285
Plot  Area,Ready To Move,Whitefield,Chllea ,4003.0,6,1,525.0,4,4,Ready,0.1311516362727954,131.25,11,47.72727272727273
Super built-up  Area,17-May,Whitefield,SVineun,1100.0,2,1,37.0,2,4,Not Ready,0.03363636363636364,9.25,7,5.285714285714286
Super built-up  Area,Ready To Move,Thigalarapalya,Saowsi ,1000.0,2,2,48.53,2,4,Ready,0.048530000000000004,12.1325,8,6.06625
Super built-up  Area,Ready To Move,Horamavu Agara,GrrvaGr,1060.0,2,1,37.0,2,4,Ready,0.03490566037735849,9.25,7,5.285714285714286
Super built-up  Area,Ready To Move,Kundalahalli,Dieldli,1047.0,2,1,91.0,2,4,Ready,0.08691499522445081,22.75,7,13.0
Built-up  Area,Ready To Move,Basaveshwara Nagar,GrrvaGr,1200.0,2,2,80.0,2,4,Ready,0.06666666666666667,20.0,8,10.0
Super built-up  Area,Ready To Move,Akshaya Nagar,DLhtsnd,1420.0,2,2,75.0,3,5,Ready,0.0528169014084507,15.0,9,8.333333333333334
Super built-up  Area,Ready To Move,Sarjapur  Road,CoLeoen,1539.0,3,1,85.0,3,5,Ready,0.05523066926575698,17.0,9,9.444444444444445
Super built-up  Area,Ready To Move,Tejaswini Nagar,Dhndsh ,1550.0,3,1,59.0,3,5,Ready,0.03806451612903226,11.8,9,6.555555555555555
Super built-up  Area,Ready To Move,Kasavanhalli,GrrvaGr,1555.0,3,3,82.0,3,5,Ready,0.052733118971061095,16.4,11,7.454545454545454
Plot  Area,Ready To Move,BTM Layout 1stage 9th Main,GrrvaGr,600.0,6,2,138.0,7,7,Ready,0.23,19.714285714285715,15,9.2
Super built-up  Area,Ready To Move,Seegehalli,Srandir,1553.0,3,3,68.0,3,5,Ready,0.0437862202189311,13.6,11,6.181818181818182
Super built-up  Area,Ready To Move,Electronic City Phase II,Rie 2ri,920.0,2,2,26.0,2,4,Ready,0.02826086956521739,6.5,8,3.25
Super built-up  Area,Ready To Move,Jeevan bima nagar,Lancysi,1740.0,3,3,120.0,3,5,Ready,0.06896551724137931,24.0,11,10.909090909090908
Super built-up  Area,Ready To Move,OMBR Layout,GrrvaGr,1855.0,3,2,145.0,3,5,Ready,0.07816711590296496,29.0,10,14.5
Super built-up  Area,18-Mar,Kundalahalli,Dieldli,1724.0,3,1,146.0,3,5,Not Ready,0.08468677494199536,29.2,9,16.22222222222222
Super built-up  Area,Ready To Move,B Narayanapura,Inentva,1020.0,2,2,60.0,2,4,Ready,0.058823529411764705,15.0,8,7.5
Plot  Area,Ready To Move,Banaswadi,GrrvaGr,1000.0,4,2,150.0,6,6,Ready,0.15,25.0,12,12.5
Super built-up  Area,Ready To Move,Uttarahalli,GrrvaGr,1250.0,2,1,50.0,3,5,Ready,0.04,10.0,8,6.25
Super built-up  Area,Ready To Move,Sanjay nagar,GrrvaGr,1450.0,3,2,75.0,3,5,Ready,0.05172413793103448,15.0,10,7.5
Super built-up  Area,Ready To Move,Thubarahalli,ShdhiSa,1200.0,2,2,80.0,2,4,Ready,0.06666666666666667,20.0,8,10.0
